EUREKA CLIMATE,79.989,-85.934,NU,5.7,0,NA,13.2,0,-0.7,0,,,NA,31.7,0,NA,,7,,,NA,381.5,0,2401199
EUREKA A,79.994,-85.812,NU,6.2,1,NA,14.9,1,-1.3,1,,,NA,,,NA,,,,,NA,353.7,0,2401208
FORT ROSS,72.018,-94.198,NU,4.1,2,NA,11.1,2,-0.6,2,,,NA,48.8,2,NA,,11,,,NA,403.9,0,2402051
GATESHEAD ISLAND,70.633,-100.267,NU,3.4,2,NA,9,2,-2.2,2,,,NA,26,3,NA,,4,,,NA,422,0,2402332
GRISE FIORD CLIMATE,76.423,-82.902,NU,6.9,8,NA,14.8,8,0.8,8,,,NA,9.4,8,NA,,3,,,NA,255.2,0,2402351
HALL BEACH CLIMATE,68.776,-81.244,NU,7.5,0,NA,16.1,0,2.6,0,,,NA,9.3,0,NA,,2,,,NA,324.8,0,2402353
HALL BEACH A,68.776,-81.243,NU,7.6,0,NA,16.7,0,2.6,0,,,NA,9.2,1,NA,,2,,,NA,321,0,2402354
GRISE FIORD A,76.426,-82.908,NU,7.3,9,NA,16.1,9,0.8,9,,,NA,,,NA,,,,,NA,235.3,0,2402360
IGLOOLIK A,69.365,-81.816,NU,8.5,1,NA,17,1,2.1,1,,,NA,,,NA,,,,,NA,284.5,0,2402546
IQALUIT CLIMATE,63.747,-68.544,NU,7.6,0,NA,19.1,0,1.1,0,,,NA,36.5,0,NA,,6,,,NA,323.9,0,2402592
IQALUIT A,63.757,-68.556,NU,7.6,0,NA,18.7,0,1,0,,,NA,,,NA,,,,,NA,323.7,0,2402596
ISACHSEN (AUT),78.792,-103.554,NU,2.5,3,NA,12.5,2,-4.3,3,,,NA,42.1,2,NA,,8,,,NA,435.2,0,2402604
KIMMIRUT A,62.848,-69.877,NU,10.2,0,NA,18.6,0,2.6,0,,,NA,,,NA,,,,,NA,241.7,0,2402673
PANGNIRTUNG,66.143,-65.711,NU,8.6,2,NA,15.6,2,3,2,,,NA,17.7,2,NA,,3,,,NA,274,0,2403049
PANGNIRTUNG A,66.145,-65.714,NU,8.7,0,NA,15.7,0,3.3,0,,,NA,,,NA,,,,,NA,289.6,0,2403054
POND INLET CLIMATE,72.693,-77.958,NU,9.2,0,NA,18.2,0,1.9,0,,,NA,10.2,0,NA,,2,,,NA,273.5,0,2403204
POND INLET A,72.689,-77.969,NU,9.4,0,NA,18.1,0,2.1,0,,,NA,9.6,0,NA,,2,,,NA,267.4,0,2403206
REA POINT,75.377,-105.715,NU,2.1,1,NA,7.5,1,-2.1,1,,,NA,53.7,1,NA,,9,,,NA,476.4,0,2403450
NAUJAAT A,66.521,-86.225,NU,8.8,2,NA,18.7,2,1.3,2,,,NA,,,NA,,,,,NA,266.4,0,2403495
RESOLUTE BAY A,74.717,-94.969,NU,4.4,2,NA,13,2,-2.3,2,,,NA,,,NA,,,,,NA,395.1,0,2403497
RESOLUTE BAY A,74.717,-94.969,NU,4.6,3,NA,11.3,3,-2.3,3,0.4,1,NA,45.4,0,NA,,10,,,NA,375.1,0,2403498
RESOLUTE CS,74.716,-94.983,NU,4.6,1,NA,12.6,1,-2.4,1,,,NA,54.6,0,NA,,11,,,NA,402.1,0,2403505
ROWLEY ISLAND,69.083,-79.033,NU,9.1,0,NA,18.7,0,2.1,0,,,NA,,,NA,,,,,NA,277.3,0,2403625
STEFANSSON ISLAND,73.766,-105.296,NU,2.5,3,NA,14.8,3,-2.7,3,,,NA,52.6,3,NA,,8,,,NA,434.2,0,2403756
SVARTEVAEG,81.161,-91.816,NU,2.4,0,NA,9.7,0,-4.8,0,,,NA,52.5,0,NA,,11,,,NA,484.3,0,2403833
TALOYOAK A,69.547,-93.577,NU,10.6,19,NA,18.1,19,1.3,19,0,21,NA,28.4,17,NA,,5,,,NA,89,0,2403855
TALOYOAK A,69.547,-93.577,NU,9.9,0,NA,18.1,0,0.9,0,,,NA,,,NA,,,,,NA,251.8,0,2403856
WAGER BAY (AUT),65.879,-89.446,NU,10.4,15,NA,20.6,15,2.3,15,,,NA,17.5,15,NA,,4,,,NA,121.6,0,2403945
CAPE PROVIDENCE,74.457,-112.161,NT,1.6,5,NA,10.7,5,-2.8,5,,,NA,59.7,5,NA,,11,,,NA,425.8,0,2501419
ULUKHAKTOK A,70.763,-117.806,NT,5.6,0,NA,17.9,0,-0.8,0,,,NA,,,NA,,,,,NA,385.9,0,2502503
HOLMAN CS,70.761,-117.8,NT,5.4,0,NA,17.5,0,-0.6,0,,,NA,48.1,0,NA,,12,,,NA,389.8,0,2502505
SACHS HARBOUR CLIMATE,71.993,-125.254,NT,2.3,3,NA,13.7,3,-2.6,3,,,NA,0.7,27,NA,,0,,,NA,440.4,0,2503648
SACHS HARBOUR A,71.994,-125.241,NT,2.7,23,NA,13.6,23,-3.5,23,,,NA,,,NA,,,,,NA,122.5,0,2503649
THOMSEN RIVER,73.231,-119.538,NT,4.2,2,NA,13.8,2,-2.4,2,,,NA,41.8,4,NA,,13,,,NA,401.5,0,2503886
MOULD BAY CS,76.238,-119.347,NT,2,1,NA,9,1,-3.9,1,,,NA,32.5,1,NA,,9,,,NA,480.1,0,250M001
ABEE AGDM,54.283,-112.967,AB,13.3,0,NA,26.5,0,1.1,0,,,NA,37.2,0,NA,,8,,,NA,149.1,2.6,3010010
ALBERT HALL AGCM,53.113,-111.181,AB,14.3,0,NA,28.9,0,2.2,0,,,NA,46.2,0,NA,,8,,,NA,119,4.6,3010060
ALLIANCE AGCM,52.315,-111.779,AB,14.8,0,NA,32.4,0,2.9,0,,,NA,33.7,0,NA,,7,,,NA,111.1,10.8,3010162
ANDREW AGDM,53.917,-112.279,AB,13.7,2,NA,27.6,2,2.7,2,,,NA,28.8,2,NA,,7,,,NA,128.4,3.7,3010237
BELLSHILL AGCM,52.582,-111.465,AB,14.8,9,NA,29.9,9,3.9,9,,,NA,33.1,8,NA,,5,,,NA,80,9,3010650
BODO AGDM,52.124,-110.101,AB,15.9,0,NA,34.6,0,2.9,0,,,NA,30.6,0,NA,,8,,,NA,84.6,20,3010730
BRETON PLOTS,53.089,-114.441,AB,14.1,0,NA,27.4,0,1.7,0,,,NA,58.8,0,NA,,12,,,NA,127.6,5.6,3010816
BUSBY AGCM,53.931,-113.922,AB,13.8,0,NA,26.9,0,0.1,0,,,NA,39.2,0,NA,,11,,,NA,136.8,5.4,3010979
CADOGAN AGCM,52.334,-110.51,AB,15.3,0,NA,32.8,0,2.2,0,,,NA,26.2,1,NA,,6,,,NA,96.7,11.8,3010992
CAMROSE,53.05,-112.817,AB,14.4,1,-1.5,28.2,1,2.7,1,,,NA,76.9,1,NA,,10,,,NA,114.1,5.1,3011240
CONSORT AGDM,51.937,-110.713,AB,15.4,0,NA,34,0,3.8,0,,,NA,23.5,0,NA,,6,,,NA,94.9,14.1,3011815
CORONATION CLIMATE,52.074,-111.449,AB,14.7,1,NA,33.3,1,2.5,1,,,NA,23.2,1,NA,,4,,,NA,110.7,10.8,3011887
CRESTOMERE AGCM,52.733,-113.903,AB,14.3,0,NA,28,0,1.4,0,,,NA,64.4,0,NA,,11,,,NA,119.2,4.5,3011892
DELBURNE AGCM,52.183,-113.176,AB,14.4,0,NA,29.1,0,3.1,0,,,NA,32.2,3,NA,,5,,,NA,116.9,6.3,3012050
DEWBERRY AGCM,53.659,-110.588,AB,14,0,NA,27.9,0,0.5,0,,,NA,28.4,1,NA,,5,,,NA,129.7,5.8,3012073
EDGERTON AGCM,52.778,-110.433,AB,14.9,0,NA,31.9,0,2.9,0,,,NA,17.4,0,NA,,5,,,NA,105.2,9.8,3012192
EDMONTON INTERNATIONAL CS,53.307,-113.606,AB,14.1,1,NA,26.9,1,0.3,1,,,NA,59.9,1,NA,,14,,,NA,122.7,4.2,3012206
EDMONTON BLATCHFORD,53.573,-113.517,AB,15.9,0,NA,28.2,0,4.7,0,,,NA,49.9,0,NA,,12,,,NA,82.4,16,3012209
EDMONTON NAMAO AWOS A,53.667,-113.467,AB,14.5,0,NA,27.1,0,3.4,0,,,NA,,,NA,,,,,NA,115.4,7.1,3012212
EDMONTON INTL A,53.31,-113.579,AB,14,0,NA,26.7,0,0.4,0,0,5,NA,69.9,0,NA,,14,,,NA,129.6,4.2,3012216
EDMONTON SOUTH CAMPUS,53.49,-113.538,AB,15.6,0,NA,28.3,0,4.6,0,,,NA,54.7,0,NA,,15,,,NA,87.8,14.6,3012220
EDMONTON VILLENEUVE A,53.668,-113.856,AB,14,1,NA,26.2,1,0,1,,,NA,45.4,1,NA,,11,,,NA,124.6,5,3012229
EDMONTON STONY PLAIN,53.548,-114.108,AB,15,0,-1,26.5,0,5,0,0,0,0,69.8,0,110,0,14,,,NA,100.3,6.9,301222F
ELK ISLAND NAT PARK,53.683,-112.868,AB,14.2,0,-1.5,26.8,0,3.4,0,,,NA,31,0,59,,9,,,NA,123.2,5.9,3012275
FABYAN,52.967,-111,AB,14.5,0,-1.4,29.5,0,4,0,0,0,0,27.4,0,45,0,9,,,NA,112.1,3.3,3012515
FERINTOSH AGCM,52.744,-112.858,AB,13.8,0,NA,28.8,0,2,0,,,NA,40,0,NA,,10,,,NA,135.3,4.5,3012590
FLEET AGCM,52.041,-111.813,AB,14.7,0,NA,32.7,0,2.9,0,,,NA,21.8,3,NA,,5,,,NA,112,8.2,3012635
FORESTBURG PLANT SITE,52.467,-112.12,AB,15.8,0,-1.6,32,0,5,0,0,0,NA,40,0,72,0,9,,,NA,83.4,15,3012652
FORESTBURG AGCM,52.548,-112.123,AB,14.5,0,NA,30.2,0,2.4,0,,,NA,32.6,0,NA,,8,,,NA,115.6,7.7,3012653
FORT SASKATCHEWAN,53.717,-113.183,AB,15.2,4,-0.7,27,4,3,4,0,4,NA,24,4,NA,0,8,,,NA,79.3,4.5,3012710
GILT EDGE NORTH AGCM,53.071,-110.621,AB,15,11,NA,30.6,11,4.4,11,,,NA,29.7,11,NA,,5,,,NA,65.7,6.4,3012790
ST. FRANCIS,53.295,-114.32,AB,14.6,0,NA,26.2,0,5.4,0,,,NA,40.5,0,NA,,14,,,NA,110.1,5.9,3012799
GLADSTONE AGCM,52.987,-112.278,AB,13.8,0,NA,28.5,0,1.3,0,,,NA,63.3,2,NA,,11,,,NA,134.6,4.7,3012810
GLENEVIS AGCM,53.833,-114.539,AB,14.4,0,NA,26.2,0,2.3,0,,,NA,,,NA,,,,,NA,116.8,6.3,3012818
GOOSEBERRY LAKE AGCM,52.113,-110.803,AB,14.5,0,NA,34.1,0,0.8,0,,,NA,22,4,NA,,5,,,NA,119.3,10.7,3012871
HALKIRK AGCM,52.116,-112.164,AB,14.1,0,NA,30.8,0,1.4,0,,,NA,15.2,23,NA,,2,,,NA,125.7,6.3,3012999
HEMARUKA AGCM,51.78,-111.212,AB,15.3,0,NA,34.4,0,2.3,0,,,NA,16.4,4,NA,,4,,,NA,100.3,15.3,3013140
HOLDEN AGDM,53.185,-112.246,AB,14.3,0,NA,27.2,0,3.8,0,,,NA,8.2,28,NA,,3,,,NA,118.5,4.9,3013340
HUGHENDEN AGCM,52.578,-110.784,AB,14.9,0,NA,31.6,0,2.7,0,,,NA,26.4,1,NA,,7,,,NA,105.2,9.5,3013362
KILLAM AGDM,52.848,-111.872,AB,14.5,0,NA,29.1,0,2.2,0,,,NA,,,NA,,,,,NA,115.9,7.2,3013640
KESSLER AGCM,52.29,-111.113,AB,14.7,0,NA,33,0,1.6,0,,,NA,13.9,17,NA,,2,,,NA,111.8,10.4,3013644
KINSELLA RESEARC STATION,53.047,-111.548,AB,14.1,0,NA,29,0,2.9,0,,,NA,50.1,0,NA,,8,,,NA,126.6,4.4,3013647
KITSCOTY AGCM,53.353,-110.416,AB,14.2,8,NA,29,8,4,8,,,NA,29.9,7,NA,,5,,,NA,91.8,3.9,3013660
LEGAL AGCM,54.003,-113.474,AB,14.3,0,NA,26.9,0,3,0,,,NA,18.5,0,NA,,8,,,NA,121.6,5.9,3013790
LINDBERGH AGDM,53.943,-110.579,AB,13.2,0,NA,26.3,0,0.3,0,,,NA,34,0,NA,,6,,,NA,150.8,2.5,3013921
LLOYDMINSTER,53.309,-110.073,AB,14.3,0,NA,28.6,0,3.8,0,,,NA,39.6,1,NA,,7,,,NA,119.6,5.4,3013959
LLOYDMINSTER A,53.309,-110.073,AB,14.6,0,-1.3,28.5,0,4,0,0,0,0,30.6,0,51,0,8,,,NA,111.8,5.9,3013961
MANNVILLE AGCM,53.456,-111.255,AB,13.8,0,NA,27.8,0,3.2,0,,,NA,39.5,0,NA,,6,,,NA,132.9,2.5,3014195
MONITOR,52.017,-110.55,AB,,,NA,,,,,0,0,NA,21.6,0,40,0,3,,,NA,,,3014600
MUNDARE AGDM,53.567,-112.3,AB,13.9,6,NA,25.3,6,4.2,6,,,NA,43.1,6,NA,,11,,,NA,104.7,2.6,3014665
MYRNAM AGCM,53.72,-111.114,AB,13.4,1,NA,28.5,1,-0.1,1,,,NA,23.2,1,NA,,3,,,NA,141.1,3.4,3014690
NEW SAREPTA AGCM,53.262,-113.165,AB,13.7,5,NA,27,5,2.4,5,,,NA,55.7,5,NA,,9,,,NA,112.1,1.2,3014795
OLIVER AGDM,53.65,-113.35,AB,14.3,0,NA,27.6,0,0,0,,,NA,,,NA,,,,,NA,123.1,8.4,3014921
RADWAY AGCM,53.995,-112.879,AB,13.8,1,NA,26.9,0,2.1,1,,,NA,,,NA,,,,,NA,129.2,3.6,3015346
RANFURLY AUTO,53.425,-111.726,AB,14.7,0,NA,28.9,0,4.5,0,,,NA,34,0,NA,,6,,,NA,110.9,7.8,3015401
RIBSTONE SOUTH AGCM,52.587,-110.343,AB,14.5,0,NA,32,0,1.5,0,,,NA,26.9,0,NA,,8,,,NA,116,8.9,3015480
RIVERCOURSE AGCM,53.019,-110.102,AB,14.1,1,NA,29.7,1,3.8,1,,,NA,45.8,1,NA,,9,,,NA,121.5,5.1,3015501
ROCKY MTN HOUSE (AUT),52.421,-114.912,AB,13.5,0,NA,29.5,0,-1.6,0,,,NA,26.5,0,NA,,8,,,NA,144.3,4.6,3015523
ROSALIND AGCM,52.78,-112.428,AB,14.4,0,NA,29.5,0,3,0,,,NA,53.6,0,NA,,10,,,NA,120,7.5,3015600
ST. LINA AGCM,54.282,-111.453,AB,13.6,1,NA,26.8,1,1.1,1,,,NA,45.1,1,NA,,7,,,NA,136.7,4.7,3015673
ST. PAUL AGCM,54.011,-111.272,AB,14.7,0,NA,27,0,3.7,0,,,NA,10.1,20,NA,,3,,,NA,109.6,6.5,3015676
SEDALIA AGCM,51.59,-110.755,AB,15.7,0,NA,33.8,0,3.1,0,,,NA,13.5,0,NA,,5,,,NA,87.7,15.3,3015797
SHONTS AGCM,53.333,-112.539,AB,14,0,NA,27.4,0,2.1,0,,,NA,67.6,0,NA,,12,,,NA,128.4,4.4,3015900
SMOKY LAKE AGDM,54.278,-112.499,AB,13.5,0,NA,26.6,0,2.3,0,,,NA,31.4,0,NA,,9,,,NA,143.6,3.2,3016022
SPONDIN AGCM,51.816,-111.683,AB,15.2,0,NA,34.3,0,2.1,0,,,NA,15.5,16,NA,,4,,,NA,97.6,11.5,3016070
STETTLER AGDM,52.347,-112.596,AB,14.4,0,NA,29.8,0,2.9,0,,,NA,27.4,0,NA,,7,,,NA,117.8,6.3,3016124
THORSBY AGCM,53.217,-113.895,AB,14.1,3,NA,26.8,3,3.7,3,,,NA,88.6,3,NA,,14,,,NA,114.9,4.5,3016441
TOMAHAWK AGDM,53.439,-114.718,AB,13.8,0,NA,26.2,0,2.1,0,,,NA,62.6,0,NA,,11,,,NA,131.8,2.9,3016505
TULLIBY LAKE AGCM,53.664,-110.081,AB,14.7,12,NA,27.9,12,1.8,12,,,NA,26.5,12,NA,,6,,,NA,69.6,6,3016593
UNCAS,53.5,-113.033,AB,,,NA,,,,,0,0,NA,43.6,0,NA,0,12,,,NA,,,3016650
TWO HILLS AGDM,53.625,-111.678,AB,14.2,0,NA,27.1,0,3.5,0,,,NA,26.6,0,NA,,5,,,NA,122.3,3.9,3016655
VERMILION AGDM,53.344,-110.882,AB,14.3,0,NA,29.5,0,2.7,0,,,NA,34,0,NA,,7,,,NA,121.2,6.1,3016802
VIKING AGCM,53.182,-111.732,AB,14.1,3,NA,27.4,3,3.8,3,,,NA,43.3,3,NA,,8,,,NA,113.2,4.3,3016841
VILNA AGCM,54.13,-111.921,AB,13.5,1,NA,26.4,1,1.4,1,,,NA,21.4,1,NA,,8,,,NA,139.1,2.8,3016852
VIOLET GROVE CS,53.144,-115.126,AB,14.1,0,NA,27.2,0,3.3,0,,,NA,45.1,0,NA,,9,,,NA,126.1,4.2,3016860
VEGREVILLE,53.505,-112.098,AB,14.3,0,-1.3,28,0,2.8,0,,,NA,33.2,0,64,,3,,,NA,122.3,6.5,3016GF0
WETASKIWIN AGCM,52.98,-113.444,AB,13.3,6,NA,25.7,6,2.1,6,,,NA,34.7,6,NA,,8,,,NA,118.8,0.9,3017282
YOUNGSTOWN AGCM,51.491,-111.224,AB,15.8,0,NA,34.5,0,4,0,,,NA,31.1,0,NA,,5,,,NA,85.2,17.9,3017705
EDMONTON STONY PLAIN CS,53.547,-114.108,AB,14.3,2,NA,25.2,2,4.8,2,,,NA,44.4,2,NA,,15,,,NA,110.4,3.4,301A001
ESTHER 1,51.67,-110.206,AB,15.4,0,NA,34.1,0,2.2,0,,,NA,9.8,0,NA,,4,,,NA,92.2,13,301B460
WAINWRIGHT CFB AIRFIELD 21,52.829,-111.096,AB,15.2,0,NA,31,0,3.1,0,,,NA,,,NA,,,,,NA,99.4,12.3,301S001
ACADIA VALLEY,51.066,-110.317,AB,16.9,0,NA,35.5,0,5.6,0,,,NA,46,0,NA,,7,,,NA,62.5,27.4,3020035
ATLEE AGCM,50.81,-111.006,AB,17,0,NA,34.6,0,4.3,0,,,NA,34.1,1,NA,,9,,,NA,60.2,28.9,3020405
BEISEKER AGCM,51.379,-113.357,AB,14.9,0,NA,32.4,0,-1.2,0,,,NA,26.8,2,NA,,7,,,NA,104.9,7.7,3020610
BIG VALLEY AGCM,51.998,-112.803,AB,15.2,1,NA,30.3,1,3.7,1,,,NA,24.5,1,NA,,3,,,NA,94,9,3020679
BUFFALO AGCM,50.798,-110.686,AB,17.2,0,NA,35.8,0,5.6,0,,,NA,36.1,1,NA,,7,,,NA,53.3,27.3,3020950
CAPPON,51.067,-110.797,AB,16.1,0,NA,34.9,0,2.8,0,,,NA,30.6,1,NA,,8,,,NA,77.4,19.8,3021200
CEREAL AGCM,51.276,-110.824,AB,16.2,0,NA,34.7,0,3.9,0,,,NA,41.2,1,NA,,6,,,NA,74.9,18.4,3021463
CRAIGMYLE AGCM,51.775,-112.252,AB,15.4,0,NA,33.4,0,1.8,0,,,NA,32.9,0,NA,,10,,,NA,92.9,12.7,3021912
DRUMHELLER EAST,51.445,-112.677,AB,17.1,5,NA,34.7,4,2.3,5,,,NA,57.5,4,NA,,8,,,NA,44.7,22,30221LG
FINNEGAN AGCM,51.053,-112.097,AB,16.6,0,NA,34.8,0,3,0,,,NA,,,NA,,,,,NA,60.8,18.3,3022650
HAND HILLS AGCM,51.453,-112.135,AB,15.4,0,NA,32.9,0,3.2,0,,,NA,33.1,0,NA,,7,,,NA,91.9,10,3022990
HESPERO AGCM,52.31,-114.486,AB,13.8,0,NA,29.3,0,-0.5,0,,,NA,23.6,0,NA,,8,,,NA,132.8,2.6,3023200
HUSSAR AGDM,51.183,-112.5,AB,15.1,0,NA,31.9,0,2.4,0,,,NA,56.4,0,NA,,7,,,NA,101.7,10.6,3023402
KIRRIEMUIR AGCM,51.913,-110.359,AB,15.6,0,NA,34.2,0,2,0,,,NA,17.3,3,NA,,3,,,NA,90.8,15.9,3023660
LACOMBE CDA 2,52.449,-113.756,AB,14.1,0,NA,29.3,0,1.5,0,,,NA,36.7,0,NA,0,9,,,NA,123.6,4.1,3023722
LEEDALE AGDM,52.553,-114.473,AB,13.3,0,NA,28.3,0,-0.8,0,,,NA,41.8,6,NA,,7,,,NA,147.3,2.7,3023740
LINDEN AGCM,51.619,-113.656,AB,14.1,0,NA,30.4,0,-1.1,0,,,NA,37.9,1,NA,,8,,,NA,121.9,2.5,3023850
LODGE CREEK,49.458,-110.341,AB,16.7,0,NA,34.3,0,3,0,,,NA,36.9,0,NA,,7,,,NA,63.8,24.5,3023900
MORRIN AGDM,51.66,-112.675,AB,15.3,0,NA,33.1,0,0.3,0,,,NA,10.6,17,NA,,3,,,NA,95.2,11.8,3024668
OLDS AGDM,51.759,-114.085,AB,14.2,0,NA,29.6,0,3.3,0,,,NA,38.8,0,NA,,10,,,NA,119.9,1.1,3024925
OYEN AGDM,51.383,-110.35,AB,16.1,0,NA,35.3,0,3.1,0,,,NA,13,2,NA,,5,,,NA,78.2,18.8,3024965
PATRICIA AGCM,50.74,-111.621,AB,17,0,NA,34.4,0,3.3,0,,,NA,38.9,1,NA,,5,,,NA,53.9,24.1,3025013
POLLOCKVILLE AGDM,51.125,-111.705,AB,16.6,0,NA,35.4,0,3,0,,,NA,27.5,0,NA,,6,,,NA,65.6,21.3,3025243
PRENTISS,52.433,-113.6,AB,14.1,7,NA,28.1,7,2.8,7,,,NA,6.1,13,NA,,2,,,NA,96.4,2.2,3025297
RED DEER REGIONAL A,52.182,-113.894,AB,14.4,0,NA,30.7,0,0.2,0,,,NA,,,NA,,,,,NA,117.1,5.3,3025481
RED DEER OVERLAP,52.182,-112.106,AB,,,NA,,,,,0,1,NA,29.2,1,NA,0,5,,,NA,,,3025483
ST. ALBERT RESEARCH STATION,53.692,-113.62,AB,14.3,0,NA,27.6,0,1,0,,,NA,41.5,0,NA,,10,,,NA,124.5,8.4,3025750
SCHULER AGDM,50.307,-110.091,AB,17.3,0,NA,35.7,0,5,0,,,NA,55.6,1,NA,,7,,,NA,53.6,31.2,3025768
SHEERNESS AGCM,51.463,-111.646,AB,16.3,0,NA,34.2,0,5.2,0,,,NA,42.5,0,NA,,8,,,NA,71.8,18.3,3025890
SUNNYNOOK AGCM,51.301,-111.388,AB,15.7,0,NA,34.9,0,3,0,,,NA,32.8,1,NA,,6,,,NA,87.7,15.8,3026264
THREE HILLS,51.768,-113.206,AB,14.6,0,NA,31.3,0,0.6,0,,,NA,39.9,1,NA,,7,,,NA,109.6,5,3026479
VERGER,50.895,-111.955,AB,16.5,0,NA,34,0,1.7,0,,,NA,40.1,0,NA,,6,,,NA,64.9,18.1,3026800
WIMBORNE AGCM,51.936,-113.591,AB,14.5,0,NA,30.3,0,1,0,,,NA,24.1,1,NA,,6,,,NA,114,4,3027582
ARDENVILLE,49.528,-113.434,AB,17.3,0,NA,32.6,0,4.6,0,,,NA,36.9,1,NA,,9,,,NA,49.6,26.8,3030200
AZURE,50.512,-114.013,AB,15.5,0,NA,31.2,0,2.8,0,,,NA,42.8,4,NA,,12,,,NA,84.2,8.1,3030450
BARNWELL AGDM,49.8,-112.3,AB,17.8,0,NA,34.8,0,3.1,0,,,NA,43.4,0,NA,,7,,,NA,37.8,32,3030525
BARONS AGCM,50.026,-113.224,AB,16.6,0,NA,33.3,0,1.4,0,,,NA,54,0,NA,,9,,,NA,57.8,15.7,3030529
BASSANO AGCM,50.893,-112.465,AB,16.1,1,NA,34.6,1,3.1,1,,,NA,37.8,1,NA,,6,,,NA,68.9,12.6,3030540
BLACK DIAMOND,50.707,-114.152,AB,15,0,NA,31.7,0,0.9,0,,,NA,53.8,0,NA,,11,,,NA,97.3,3.6,3030680
BLACKIE AGCM,50.546,-113.64,AB,15.6,0,NA,32.5,0,-0.8,0,,,NA,46.7,4,NA,,10,,,NA,84.5,9.1,3030690
BLOOD TRIBE AGDM,49.567,-113.05,AB,17,0,NA,34.3,0,2,0,,,NA,45.2,1,NA,,6,,,NA,53.4,23.3,3030720
BOW ISLAND,49.734,-111.45,AB,17.6,3,NA,33.6,3,3.7,3,,,NA,34.1,3,NA,,8,,,NA,35.9,24.5,3030768
BOW ISLAND IRRIGATION AGDM,49.867,-111.383,AB,18.1,0,NA,34.4,0,0,0,,,NA,46.1,1,NA,,7,,,NA,37.9,40.7,3030772
BROCKET AGDM,49.617,-113.817,AB,16.6,0,NA,32.9,0,3.8,0,,,NA,48.5,1,NA,,7,,,NA,58.6,14,3030830
BULL SPRINGS AGCM,50.339,-110.484,AB,17.9,0,NA,35.8,0,4.7,0,,,NA,34,0,NA,,9,,,NA,43.9,42.2,3030879
BROOKS,50.555,-111.849,AB,17.3,0,NA,34,0,4.8,0,,,NA,26,0,NA,,7,,,NA,47.2,25.3,3030QLP
CALGARY INTL A,51.123,-114.013,AB,16.2,0,NA,31.4,0,4.4,0,0,3,NA,59.5,0,NA,,14,,,NA,67.8,12.8,3031092
CALGARY INT'L CS,51.109,-114,AB,15.6,0,NA,31.3,0,3.1,0,,,NA,51.3,0,NA,,8,,,NA,83.2,8.8,3031094
CALGARY SPRINGBANK A,51.105,-114.371,AB,14,2,NA,29.3,2,0.5,2,,,NA,65.7,2,NA,,9,,,NA,115.2,0.5,3031109
CARDSTON,49.201,-113.286,AB,17.2,0,NA,33.1,0,2.7,0,,,NA,36,0,NA,,7,,,NA,49,23.3,3031322
CARWAY,49.001,-113.376,AB,15.9,0,NA,30.8,0,3,0,,,NA,47,0,NA,,8,,,NA,80.4,14.3,3031402
CHAMPION AGDM,50.282,-113.35,AB,16.4,0,NA,32.7,0,2.8,0,,,NA,52.6,0,NA,,7,,,NA,64,13,3031480
CLARESHOLM,50.004,-113.639,AB,16.8,0,NA,32,0,1.7,0,,,NA,46.8,0,NA,,8,,,NA,54.2,16,3031640
COP UPPER,51.076,-114.222,AB,15.4,0,NA,31.1,0,3.5,0,,,NA,,,NA,,,,,NA,90.3,10.2,3031875
ENCHANT AGDM,50.183,-112.433,AB,17.5,0,NA,34.6,0,4.8,0,,,NA,41.3,0,NA,,5,,,NA,42.8,27,3032422
ETZIKOM AGCM,49.553,-111.054,AB,18.2,0,NA,34.8,0,0,0,,,NA,38.5,2,NA,,10,,,NA,38,43,3032450
FINCASTLE AGDM,49.8,-112.033,AB,17.9,0,NA,35.5,0,0,0,,,NA,23.8,1,NA,,6,,,NA,39.2,36.8,3032550
FOREMOST AGDM,49.483,-111.486,AB,18.2,0,NA,34.4,0,4.3,0,,,NA,28.6,1,NA,,6,,,NA,34.9,42.2,3032642
FORT MACLEOD AGCM,49.786,-113.379,AB,17.2,0,NA,33.4,0,3,0,,,NA,41.5,0,NA,,7,,,NA,47,22,3032683
GLEICHEN AGCM,50.934,-112.941,AB,15.9,1,NA,33,1,3.4,1,,,NA,47.8,1,NA,,7,,,NA,73.9,12.2,3032801
GRASSY LAKE,49.874,-111.733,AB,17.8,0,NA,34.5,0,0,0,,,NA,26.5,1,NA,,8,,,NA,39.3,34,3032927
IRON SPRINGS AGDM,49.9,-112.733,AB,17.2,0,NA,34.1,0,5.2,0,,,NA,40.6,3,NA,,9,,,NA,42.6,18.9,3033498
PRIDDIS OBSERVATORY,50.869,-114.292,AB,14.6,4,NA,28.4,4,3,4,,,NA,59.5,4,NA,,11,,,NA,96.3,3.7,3033505
IRVINE AGCM,49.989,-110.261,AB,18.5,0,NA,35.3,0,4.9,0,,,NA,37.3,0,NA,,8,,,NA,34.1,49.9,3033550
KEOMA AGCM,51.191,-113.631,AB,15.1,0,NA,33,0,0.6,0,,,NA,38.2,0,NA,,4,,,NA,95.3,6.1,3033620
LATHOM AGCM,50.6,-112.299,AB,16.5,1,NA,34.7,1,4.2,1,,,NA,16.6,5,NA,,5,,,NA,60.7,15.2,3033770
LETHBRIDGE,49.63,-112.799,AB,17.7,0,NA,35.4,0,3.3,0,,,NA,24.5,0,NA,,8,,,NA,41.1,30.8,3033875
